"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CCL21",-1.29807022654879,5.63607260764928,-2.98904751254037,0.00332353013342166,0.395360441753924,-1.83381165290081
"TREML2",-1.53674172299765,-0.0760017685603517,-3.07964882527192,0.00250935901908581,0.39312122552037,-1.83527402127938
"SEC13",0.321936274777535,7.00554351866533,2.98155021960433,0.00340078793518041,0.398767004553157,-1.85263758162503
"ZNF141",-0.387706248133674,4.55123747332855,-2.99135114480257,0.00330011835056058,0.395360441753924,-1.85764931705785
"MED30",0.446018076820516,2.48171954949084,3.02742748679633,0.00295274536484313,0.39312122552037,-1.85988227107873
"SMIM33",0.793119303870115,1.02935533285388,3.02495254407641,0.00297545358390145,0.39312122552037,-1.86623166375636
"SRSF10",-0.216478211140793,6.458810943517,-2.97604579479388,0.00345855839308132,0.398767004553157,-1.86735365332121
"CAPN1",0.415080926972563,6.90489035137762,2.96691064165125,0.00355643080259431,0.398767004553157,-1.88874780985418
"SDC1",0.506733225489429,6.87637260182567,2.96155145800773,0.00361502736091906,0.398767004553157,-1.90229460818498
"IKZF2",-0.46493645906039,3.86008467683776,-2.96129268247124,0.00361787911955048,0.398767004553157,-1.90881028911894
"RBM47",0.430738740855159,7.92426122818806,2.958309061525,0.00365090897767673,0.398767004553157,-1.90998503204976
"CHODL",-1.04657851979755,0.053993964794184,-3.07678366588366,0.00253199298093787,0.39312122552037,-1.91150513868033
